Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,2.428957109,3.527409475,4.38047041,4.720052368,4.467384542,3.853599765,3.187325236,2.648825363,2.18657189,1.84846867,1.606144198,1.363875294,..,..,..,..
Population growth (annual %),SP.POP.GROW,Estonia,EST,0.483707162,-0.636963124,-0.633433796,-0.627622448,-0.59782051,-0.572255525,-0.58965556,-0.456188535,-0.26813372,-0.192768077,-0.228057969,-0.303582824,-0.357944411,-0.355891803,-0.262256175,0.06555253
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.882672549,2.879434156,2.867363896,2.850948298,2.826388183,2.798329264,2.768139861,2.745954395,2.741022523,2.756851322,2.783770941,2.812610345,2.829617214,2.827018361,2.799921862,2.756127788
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.641832816,0.559042125,0.500903095,0.420430556,0.353565483,0.255974626,0.146575397,0.069025385,-0.01045533,-0.025097252,0.012549413,0.018821168,0.041812139,0.102365915,0.14188543,0.189561669
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.581584998,0.35927718,0.163517679,0.100408693,0.218368493,0.456735434,0.759761008,0.999972276,1.090789507,0.974228982,0.721469407,0.421409494,0.187443865,0.062287766,0.097571629,0.250593764
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.207606515,0.227687342,0.24238105,0.23845724,0.290350362,0.342248594,0.383777136,0.425429832,0.465549285,0.478246393,0.457494535,0.463558707,0.475809487,0.460723773,0.413560208,0.329383886
Population growth (annual %),SP.POP.GROW,France,FRA,0.684929254,0.727786405,0.727231515,0.708779199,0.736313541,0.753800832,0.697207001,0.618697376,0.558854359,0.514489504,0.494035951,0.483658695,0.48400512,0.514784474,0.479785542,0.417225967
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,1.872537189,1.748335882,1.636390212,1.487444577,1.293130788,1.08320859,0.858044088,0.653391183,0.508750447,0.450772043,0.451751632,0.465410564,0.484446518,0.493209189,0.508088239,0.52089856
Population growth (annual %),SP.POP.GROW,Gabon,GAB,2.414870179,2.384559664,2.380961999,2.426096691,2.531562987,2.678687342,2.808209914,2.92318367,3.073677791,3.264323666,3.458586132,3.657047821,3.788513401,3.779180691,3.606514936,3.335098786
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,3.127234728,3.164904077,3.197207573,3.200064519,3.163525929,3.106160117,3.043371713,2.996114606,2.970180788,2.974008271,2.995405745,3.018401286,3.030426733,3.034826759,3.026045177,3.008473803
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-1.944629157,-1.551238397,-0.897253673,7.786010249,-9.080638465,-0.635292218,-0.568484712,-0.521646734,-0.303790529,-0.888185043,-0.729475257,-0.80216404,-0.736565519,-0.300972141,0.0469539,0.157481405
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.1354316,0.168225361,0.168128319,0.055363304,-0.021709728,-0.056778262,-0.112797498,-0.133718573,-0.190142845,-0.25338341,-0.153198447,-1.853714629,0.187727801,0.272900215,0.416877359,0.865702644
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.449490386,2.449526332,2.447184688,2.458459468,2.484618189,2.517455761,2.554408108,2.5799944,2.578727625,2.54383881,2.487041563,2.424369788,2.369475311,2.323851599,2.291780693,2.268814549
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,1.77909442,1.675241399,1.569792376,1.40126332,1.139239296,0.879864173,0.594275115,0.298802027,0.125231098,0.017877361,0.059568133,0.080360735,0.101103223,0.136624216,0.097898164,0.032611435
Population growth (annual %),SP.POP.GROW,Greece,GRC,0.409041838,0.519884464,0.366566462,0.238643175,0.247413543,0.293249074,0.300331801,0.254757582,0.265457837,0.263026401,0.128880433,-0.147951277,-0.540752951,-0.725120807,-0.66611329,-0.658861361
Population growth (annual %),SP.POP.GROW,Greenland,GRL,0.178094437,0.266548359,0.458574268,0.275195545,0.256870545,0.04216222,-0.283179181,-0.386485847,-0.402186877,-0.008876974,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.390714939,0.403723338,0.372191475,0.35735136,0.32829088,0.300467194,0.25954956,0.24461875,0.252556556,0.315273995,0.418825074,0.528567764,0.606792314,0.671566786,0.67443316,0.637985514
Population growth (annual %),SP.POP.GROW,Guam,GUM,0.889808705,0.687777388,0.494297463,0.343609119,0.243178153,0.190203626,0.155180602,0.125356321,0.118911689,0.119398497,0.136818674,0.155419664,0.190185488,0.256552046,0.378940355,0.518477695
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,2.287977379,2.326255366,2.352842631,2.36059488,2.343802411,2.310407043,2.272339068,2.238733235,2.209666594,2.187979669,2.170655391,2.152851204,2.130983777,2.106192625,2.077687195,2.046250883
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.282782176,2.117416133,1.987849488,1.926553518,1.953244988,2.03871433,2.148575191,2.238929422,2.291532239,2.290858042,2.259470138,2.215186971,2.19781536,2.235254811,2.342417883,2.48970209
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.032501418,2.125341539,2.204106943,2.273916047,2.325045806,2.365272756,2.39870954,2.43543698,2.476478494,2.52396916,2.573083429,2.618127055,2.651065872,2.660769355,2.645231787,2.610508916
Population growth (annual %),SP.POP.GROW,Guyana,GUY,-0.395485914,-0.2022896,-0.055973344,0.047518948,0.079684486,0.057108387,0.024120506,0.017550711,0.045938803,0.120572634,0.229502209,0.345263366,0.447252918,0.513111451,0.53787404,0.52939348
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.725004718,1.69881887,1.67407307,1.653508842,1.637876005,1.624945682,1.612725475,1.598145448,1.580356023,1.557952965,1.53214301,1.506269837,1.480132666,1.450208242,1.416131147,1.379519207
Population growth (annual %),SP.POP.GROW,Honduras,HND,2.734716347,2.662582556,2.592802294,2.523064126,2.45520236,2.388293415,2.323164348,2.256419967,2.184288936,2.105493627,2.024510729,1.943145198,1.869298244,1.810108271,1.769416748,1.741494121
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.881594076,0.736962668,0.442846827,-0.197404126,0.779918562,0.436871406,0.642270483,0.859633272,0.598238787,0.215353334,0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.259764908,-0.229379183,-0.284751377,-0.286433268,-0.221439379,-0.198878843,-0.155716485,-0.154915158,-0.175097367,-0.154908814,-0.226013876,-0.283360436,-0.516437607,-0.275368757,-0.269378767,-0.237855002
Population growth (annual %),SP.POP.GROW,Iceland,ISL,1.369192833,1.329295255,0.892596377,0.69249762,0.877936158,1.582891978,2.34742243,2.530085489,1.859572171,0.341241979,-0.143903,0.305468368,0.532100735,0.9458859,1.112504755,1.041940387
Population growth (annual %),SP.POP.GROW,India,IND,1.768125412,1.728767638,1.689562681,1.651490906,1.61530759,1.57971029,1.545696178,1.50922207,1.46489008,1.4105823,1.350339045,1.28857558,1.231622928,1.18301607,1.145623988,1.116633091
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.379909528,1.368094549,1.357351258,1.348842378,1.341877472,1.33630105,1.329580868,1.32383679,1.323330908,1.329218178,1.337774157,1.347997889,1.351892192,1.340921601,1.310876905,1.267465577
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,1.261323234,1.250400578,1.249787567,1.237968733,1.208619811,1.169424021,1.129472295,1.101862154,1.093200579,1.108950735,1.142144939,1.175824658,1.205151389,1.239418332,1.278126816,1.316350598
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,3.004659173,2.979294266,2.945827753,2.818021457,2.576587583,2.285938465,1.934347802,1.673193853,1.685735606,2.048283545,2.618942811,3.252703811,3.720640652,3.896253775,3.714855313,3.316223191
Population growth (annual %),SP.POP.GROW,Ireland,IRL,1.333042666,1.59215149,1.685148857,1.628950962,1.828313818,2.178703014,2.696005644,2.890960005,2.038708011,1.015663276,0.544884384,0.436072439,0.423743803,0.526556159,0.731001377,0.944845307
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,1.229239629,0.985497229,0.788359497,0.720095731,0.80301434,0.982332317,1.212961217,1.37210219,1.325991607,1.034056532,0.568448583,0.034169303,-0.416718917,-0.661094694,-0.582813478,-0.304699076
Population growth (annual %),SP.POP.GROW,Israel,ISR,2.642331913,2.357117299,2.014058394,1.805519759,1.767623642,1.762897661,1.767805874,1.776100869,1.776579106,2.390207338,1.82675241,1.848077862,1.846151321,1.866052895,1.919543799,1.981288976
Population growth (annual %),SP.POP.GROW,Italy,ITA,0.045303631,0.056167601,0.148916429,0.444507313,0.647182705,0.491389108,0.300559689,0.504933687,0.662469253,0.45561345,0.307591222,0.171978291,0.26954124,1.159251117,0.917504096,-0.096376133
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.83315911,0.750594162,0.676028327,0.614260869,0.573306846,0.54850826,0.524315914,0.500486864,0.491847719,0.500600485,0.521664591,0.548898908,0.571731466,0.581564956,0.572985316,0.550974945
Population growth (annual %),SP.POP.GROW,Japan,JPN,0.167275578,0.240952588,0.232527187,0.213980949,0.033662258,0.009392097,0.063373589,0.114908848,0.048425395,-0.012494631,0.017960542,-0.185226486,-0.159710676,-0.144271883,-0.132694222,-0.106124994
Population growth (annual %),SP.POP.GROW,Jordan,JOR,1.787101363,1.834569219,1.901746964,2.167663534,2.655147125,3.268279206,3.843317915,4.307743286,4.702766143,5.009055408,5.204766722,5.382885713,5.431586568,5.172912275,4.583580445,3.811240004
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,-0.300549816,-0.170069526,0.004125545,0.336402206,0.694922853,0.888891382,1.057664776,1.143857766,1.21836561,2.637004543,1.413271477,1.431506409,1.408676972,1.439445441,1.472676743,1.461484685
Population growth (annual %),SP.POP.GROW,Kenya,KEN,2.745984467,2.728033491,2.712391179,2.709600176,2.720796213,2.739229463,2.757906955,2.768559996,2.767253963,2.750846669,2.722585637,2.693732572,2.66270486,2.618524437,2.55944065,2.491936871
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,1.701680563,1.706993194,1.681779592,1.737298151,1.855808443,1.997615982,2.162211648,2.288568473,2.288002803,2.172441727,1.959279184,1.734651379,1.555706939,1.41886073,1.381643013,1.397075206
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People’s Rep.",PRK,0.865491998,0.885354906,0.888588547,0.865896472,0.805099507,0.719764499,0.628442622,0.553310536,0.502330274,0.485034513,0.492046502,0.506069264,0.514319797,0.518158546,0.513332499,0.501900028
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,0.836180864,0.767241775,0.577957277,0.518321453,0.396331437,0.211997784,0.52519994,0.505234033,0.759316682,0.514682828,0.498225084,0.768971759,0.525713661,0.455218622,0.628149861,0.527288497
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,-3.582127645,0.067859323,0.067930793,0.067884679,0.067838626,0.067909885,0.803200286,0.803261833,0.803213478,0.803171845,0.803248961,0.859067492,0.789726589,1.041532574,-0.126169138,-1.103885809
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,4.678993919,2.80410475,1.590259062,1.145914378,1.782025545,3.118608063,4.457107085,5.345891786,5.892757909,6.028276352,5.879590562,5.721612386,5.549848598,5.165338271,4.561042817,3.844181983
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,1.191125924,0.948856614,0.917899317,1.048444924,1.210105425,1.127864459,1.075051294,0.953586964,0.950220145,1.207265644,1.192864429,1.216890729,1.665236559,1.984738667,2.006107899,2.059025966
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,1.67356146,1.600327521,1.534751208,1.506710686,1.522747766,1.567736845,1.627903424,1.677145842,1.695765498,1.672871607,1.621970051,1.562373505,1.516011911,1.490482499,1.493868185,1.515739448
Population growth (annual %),SP.POP.GROW,Latvia,LVA,-0.963935407,-1.291486944,-1.161838224,-0.966400801,-1.091312956,-1.080571457,-0.917272957,-0.816175507,-1.050939544,-1.651024968,-2.08130509,-1.820767002,-1.240359153,-1.071034803,-0.941743354,-0.818626341
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,2.503561342,3.784653409,4.679654278,4.812037969,4.04180915,2.792219198,1.289649355,0.159356026,-0.054615545,1.008281138,2.867977696,4.910333173,6.263879893,6.567952103,5.713767406,4.225187136
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,0.645178652,0.144326841,-0.290783611,-0.567219802,-0.616657621,-0.491048834,-0.309830549,-0.151727736,0.010417581,0.150958226,0.27347703,0.410365414,0.557534246,0.669173754,0.732722394,0.759743303
Population growth (annual %),SP.POP.GROW,Liberia,LBR,5.363199244,3.635837846,2.368602914,1.7152445,1.886286234,2.595928712,3.393924383,3.908540976,4.129405005,3.974256763,3.590031659,3.188794759,2.90010564,2.688021909,2.583161272,2.552864685
Population growth (annual %),SP.POP.GROW,Libya,LBY,1.541621852,1.580551402,1.600878048,1.604426812,1.58170034,1.537292995,1.510586351,1.482366166,1.395472943,1.23412792,1.032782823,0.799933426,0.611354689,0.549084368,0.657259875,0.88070131
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,1.258488552,1.102864211,0.969887925,0.86990292,0.807266832,0.754720564,0.737629451,0.703836949,0.718654066,0.719124423,0.744555245,0.827262731,0.88331073,0.867454351,0.779431377,0.661376301
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,-0.70338544,-0.824008723,-0.802765711,-0.812278097,-1.122991275,-1.628401126,-1.596378318,-1.187947957,-1.028483175,-1.110345754,-2.09694342,-2.258463899,-1.341201988,-1.012007368,-0.859827343,-0.940753797
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,1.344082996,1.190456345,1.047660816,1.21520088,1.421332565,1.530054663,1.595051918,1.544386847,1.787496632,1.85177523,1.825405804,2.222660503,2.4015419,2.311176253,2.356978705,2.359951181
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,2.221643908,2.346362782,2.454679671,2.496097626,2.45396865,2.359780725,2.240593723,2.146109152,2.104122736,2.143050933,2.220416052,2.316432195,2.369353556,2.336337476,2.198824434,1.992361421
Population growth (annual %),SP.POP.GROW,North Macedonia,MKD,0.513647494,0.393510415,0.297475395,0.219288818,0.176232762,0.156655294,0.138623354,0.111176871,0.091319589,0.083455185,0.082226596,0.084282115,0.086380594,0.086209706,0.082237124,0.074715496
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,3.119708696,3.085857705,3.053493767,3.019969277,2.986676242,2.953901101,2.921158358,2.888251621,2.85559833,2.823486815,2.792666771,2.761889589,2.733967919,2.71321242,2.700996011,2.694213382
Population growth (annual %),SP.POP.GROW,Malawi,MWI,2.676475988,2.508833906,2.4339583,2.416570938,2.48269491,2.600569615,2.716977602,2.797825936,2.852711626,2.874008503,2.870717182,2.864435231,2.858692113,2.838417615,2.80309477,2.7594617
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,2.324616941,2.195503714,2.083956653,2.005612012,1.971754459,1.96526211,1.970866088,1.959194058,1.911365204,1.815674781,1.691027071,1.55799095,1.445660673,1.369113713,1.340490659,1.344947677
Population growth (annual %),SP.POP.GROW,Maldives,MDV,2.123695132,2.442388032,2.715105144,2.847383288,2.795858615,2.645060548,2.435311476,2.31865226,2.441248168,2.854753665,3.431139266,3.95667434,4.306004329,4.517333607,4.567409729,4.473007506
Population growth (annual %),SP.POP.GROW,Mali,MLI,2.811836032,2.927154179,3.017352755,3.100371029,3.173547603,3.233152498,3.294217928,3.337406268,3.329047326,3.261149086,3.158626749,3.044593573,2.952565219,2.901062154,2.901921705,2.935992047
Population growth (annual %),SP.POP.GROW,Malta,MLT,0.645267231,0.751106498,0.745506921,0.657732334,0.671628455,0.637436918,0.364336947,0.348755082,0.650655461,0.753906931,0.491182811,0.423700885,0.899209212,1.404050276,1.996754408,2.386395363
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,0.652330929,1.309536698,1.826781184,2.052497732,1.890135209,1.425288859,0.91691703,0.507969398,0.219202583,0.135202468,0.206009876,0.292302041,0.328482918,0.388896711,0.422374157,0.453681701
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.644090516,2.707315439,2.762661377,2.805704365,2.83295016,2.84911836,2.859079051,2.870166292,2.884475505,2.905320265,2.926799928,2.945519925,2.954438464,2.949158239,2.927320332,2.893574072
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,0.982676166,0.790047581,0.694240135,0.723661766,0.627103982,0.59209966,0.466403526,0.455526401,0.361630847,0.265537673,0.237886693,0.160140421,0.277321026,0.220398692,0.181061469,0.132433083
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.441087472,1.403960865,1.373013961,1.363786131,1.381467019,1.415822666,1.456207605,1.486064475,1.495369111,1.476757594,1.438141533,1.394792539,1.355289252,1.315560984,1.277676363,1.241177725
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,-0.352258675,-0.213445263,-0.133518225,-0.120599647,-0.258516671,-0.466267049,-0.716787939,-0.883641333,-0.866405724,-0.550074504,-0.062170329,0.522386716,1.015608183,1.349625109,1.424765867,1.339571942
Population growth (annual %),SP.POP.GROW,Moldova,MDA,-0.203359857,-0.223626544,-0.231579736,-0.281594716,-0.247449868,-0.24330723,-0.277923569,-0.231747161,-0.190345178,-0.126238295,-0.099864634,-0.057820587,-0.01311889,-0.026776865,-0.060970101,-0.064383615
Population growth (annual %),SP.POP.GROW,Monaco,MCO,0.947015251,0.999745238,1.029483938,1.052178478,1.041222856,1.018674446,1.020102036,0.975049564,1.000051564,1.010023137,1.08982134,1.150272329,1.203038625,1.20228817,1.134431416,1.055446898
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,0.887923091,0.920495284,0.974043757,1.037909511,1.112927846,1.195877528,1.275541946,1.357140897,1.457356633,1.579392665,1.709445872,1.83843533,1.942381267,2.001051262,2.00339925,1.964550454
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,-0.027974019,0.402363248,0.400750772,0.399151169,0.177216476,0.147929262,0.124299813,0.138110348,0.177475867,0.214529296,0.183239906,0.105041772,0.084147408,0.097599637,0.097022011,0.056110724
Population growth (annual %),SP.POP.GROW,Morocco,MAR,1.18141041,1.148669219,1.121322244,1.107806757,1.109662648,1.123811218,1.139811914,1.158636566,1.190237718,1.23619458,1.289222897,1.346536709,1.393605966,1.415232839,1.403845047,1.368838447
Population growth (annual %),SP.POP.GROW,Mozambique,MOZ,2.676309529,2.83852544,2.932489207,2.976679703,2.953464449,2.887865831,2.820144111,2.775188458,2.745479417,2.736925889,2.743721432,2.749233949,2.753116358,2.769039684,2.798568532,2.834860784
Population growth (annual %),SP.POP.GROW,Myanmar,MMR,1.159581323,1.076001574,1.005095607,0.932142376,0.859414762,0.790533451,0.714756263,0.647832474,0.619115071,0.640299595,0.694989178,0.767385401,0.826303883,0.849756952,0.822712022,0.762033335
Population growth (annual %),SP.POP.GROW,Namibia,NAM,1.726197374,1.608605476,1.515649273,1.4793442,1.511993064,1.589970222,1.688022879,1.769704072,1.821326286,1.825753998,1.801512464,1.769492384,1.750389687,1.749070286,1.77153652,1.807851372
Population growth (annual %),SP.POP.GROW,Nauru,NRU,-1.077658847,-1.187246332,-1.112380422,-1.074851112,-0.924815598,-0.536682975,-0.213447253,0.142348778,0.496631031,0.484115923,0.661855605,0.518394143,2.183406957,5.138571156,9.109230951,5.114564154
Population growth (annual %),SP.POP.GROW,Nepal,NPL,1.817273368,1.681592739,1.542724377,1.426524776,1.340497508,1.271055309,1.243735705,1.204561266,1.070696422,0.810307142,0.481206223,0.10443136,-0.190907924,-0.266959829,-0.040799013,0.400968922
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.714770363,0.754840058,0.638291666,0.471814399,0.347475412,0.233663148,0.160613669,0.217521601,0.389292461,0.514284545,0.512923101,0.466428782,0.370055035,0.294820793,0.359828173,0.443220089
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,1.901374378,1.901793221,1.898811419,1.703765144,1.521461098,1.518467354,1.495754382,1.473710882,1.452307684,1.309615607,1.533215429,1.825085374,1.811679043,1.779440428,1.65510643,1.6098044
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,0.587564086,0.589286035,1.737174864,1.973558544,1.486219082,1.12877351,1.21898486,0.932407688,0.848701402,0.999728031,1.111726056,0.762479795,0.548220797,0.768347998,1.510339485,1.889045125
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,1.555883066,1.489336824,1.427215419,1.384988584,1.366571663,1.36539626,1.370910713,1.374179594,1.374697898,1.368535989,1.357700656,1.34688315,1.337558375,1.327178181,1.315508853,1.302091432
Population growth (annual %),SP.POP.GROW,Niger,NER,3.60876885,3.637791569,3.664514485,3.688328598,3.709076163,3.7278624,3.742123504,3.756527931,3.77853074,3.809711497,3.844154032,3.876360997,3.898694473,3.907245338,3.899889965,3.881581481
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.503846969,2.511616536,2.521515111,2.537254552,2.55966188,2.585689094,2.610843826,2.632173264,2.649864293,2.662916691,2.671442933,2.677883827,2.680913555,2.676900328,2.665019173,2.6474192
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,3.213674851,1.499501208,0.169606263,-0.812949728,-1.217102868,-1.237404617,-1.17414001,-1.193522777,-1.081544354,-0.79399046,-0.410488354,0.075937883,0.552054059,0.867139583,0.946513983,0.855206185
Population growth (annual %),SP.POP.GROW,Norway,NOR,0.649044821,0.506046911,0.539290805,0.586532692,0.59093094,0.681072964,0.805392739,1.034734515,1.246333015,1.261127289,1.24566618,1.297189391,1.313440989,1.209141589,1.127736677,0.995084737
Population growth (annual %),SP.POP.GROW,Oman,OMN,0.577908105,1.182980461,1.723478993,2.173681819,2.456865875,2.652448284,2.730211888,2.917397634,3.469390162,4.451407873,5.58640038,6.666674659,7.32038057,7.349640007,6.739017689,5.790631303
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,2.647398688,2.521498071,2.41700998,2.341923724,2.305981732,2.296422881,2.29323254,2.28167066,2.26305181,2.233333997,2.197033999,2.159028902,2.126711756,2.103632169,2.092276276,2.087629055
Population growth (annual %),SP.POP.GROW,Palau,PLW,1.737062235,1.460107517,1.28643857,0.872083811,0.292368391,-0.433818275,-1.225823442,-1.974326365,-2.398297823,-2.265635313,-1.821242392,-1.176484158,-0.593473552,-0.192929754,0.113533164,0.221019613
Population growth (annual %),SP.POP.GROW,Panama,PAN,1.970629913,1.938630408,1.908747327,1.882967812,1.861870367,1.844444342,1.828377907,1.811763539,1.794311712,1.776150401,1.757809351,1.736185243,1.715705644,1.704287378,1.703029701,1.707123796
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,2.273150029,2.149307733,2.054067621,2.025000542,2.081040803,2.189462195,2.313211289,2.40240595,2.433061143,2.387696103,2.293116811,2.187683876,2.102969323,2.041359054,2.01278982,2.00628287
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,2.027708224,1.957772257,1.889000794,1.809659732,1.717219568,1.619245662,1.518486779,1.430860613,1.372056297,1.350354378,1.354323861,1.366354548,1.372544496,1.372824764,1.361597664,1.342858435
Population growth (annual %),SP.POP.GROW,Peru,PER,1.452875982,1.274316577,1.119423875,0.995940286,0.916382108,0.871984041,0.843022977,0.818629744,0.805922327,0.803205826,0.812933092,0.811930737,0.825138039,0.901475426,1.056972861,1.256186053
Population growth (annual %),SP.POP.GROW,Philippines,PHL,2.1590432,2.132604802,2.101921201,2.051819246,1.977348825,1.889366661,1.793723347,1.711104341,1.65996179,1.649857391,1.666112353,1.691813951,1.704126853,1.692082958,1.646689216,1.579367402
Population growth (annual %),SP.POP.GROW,Poland,POL,-1.044335398,-0.027587125,-0.046318937,-0.067492702,-0.058512735,-0.043948953,-0.063370574,-0.054305021,0.01363738,0.067763227,-0.285609122,0.053769709,-0.000239076,-0.060360017,-0.074846229,-0.066641101
Population growth (annual %),SP.POP.GROW,Portugal,PRT,0.702859953,0.705230637,0.54766794,0.375411415,0.23912899,0.185532267,0.180332441,0.196304384,0.14419128,0.095330859,0.045910037,-0.147084879,-0.405421788,-0.548815211,-0.539190467,-0.414141102
Population growth (annual %),SP.POP.GROW,Puerto Rico,PRI,0.276558689,0.214145951,0.128937306,0.062589906,0.020462636,-0.144242361,-0.423467205,-0.585620757,-0.586677392,-0.545401894,-0.506170057,-1.156540293,-1.209987934,-1.145930978,-1.633128331,-1.761108524
Population growth (annual %),SP.POP.GROW,Qatar,QAT,3.780297533,3.73449167,4.118172767,6.18952516,9.978992947,13.87016276,16.70019074,17.5109483,16.47580277,14.14463415,11.48290073,9.232393296,7.574748356,6.201453325,5.114952657,4.239996291
Population growth (annual %),SP.POP.GROW,Romania,ROU,-0.12944004,-1.395429986,-1.830654994,-0.721262297,-0.569786273,-0.617530957,-0.59240256,-1.477222982,-1.666382643,-0.833088755,-0.593959184,-0.491866213,-0.445177936,-0.371323063,-0.374575498,-0.470733511
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,-0.420566975,-0.424151028,-0.460061305,-0.45371986,-0.40261376,-0.381473696,-0.327318706,-0.171024042,-0.043942262,0.030114067,0.04488739,0.077967098,0.168301591,0.212923595,0.217700101,0.192558642
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,5.604957424,3.680935197,2.352149019,1.532051953,1.431341925,1.822930211,2.271704584,2.516033988,2.668241259,2.67516791,2.588850081,2.498503397,2.459912832,2.451902154,2.485533644,2.542690207
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.485545238,0.536237229,0.577035646,0.608663868,0.621221183,0.634635709,0.63726807,0.644768878,0.666287719,0.703066087,0.75195021,0.814105584,0.859901676,0.857813872,0.785509787,0.669894192
Population growth (annual %),SP.POP.GROW,San Marino,SMR,1.161036354,1.266435134,1.296747769,1.36421031,1.314755817,1.318157216,1.274075245,1.214813394,1.226522475,1.247363112,1.331311467,1.373848926,1.392614169,1.385774906,1.206103077,0.978564136
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,1.63209054,1.73722302,1.8426131,1.992935141,2.184520968,2.400431442,2.637759345,2.816812807,2.857167858,2.74141365,2.523663955,2.27636955,2.080905702,1.935980106,1.877243676,1.875249494
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,2.297383091,2.574033854,2.802785914,2.943308391,2.965968322,2.911888477,2.823882799,2.76284419,2.756786089,2.824933954,2.927617708,3.039332443,3.091355922,3.03136125,2.835954922,2.556784389
Population growth (annual %),SP.POP.GROW,Senegal,SEN,2.365148022,2.403785669,2.437102906,2.475669728,2.516259221,2.557495148,2.600244467,2.642725229,2.681436493,2.714923677,2.743232171,2.766679226,2.785660419,2.799058899,2.806700536,2.80841559
Population growth (annual %),SP.POP.GROW,Serbia,SRB,-0.319524801,-0.171946647,-0.09214695,-0.212738009,-0.233328452,-0.300431133,-0.393204593,-0.405458542,-0.425705552,-0.400994905,-0.402005901,-0.789468998,-0.485299545,-0.486591387,-0.469489291,-0.494772574
Population growth (annual %),SP.POP.GROW,Seychelles,SYC,0.892658567,0.087474518,3.057385326,-1.131516421,-0.370334935,0.463308214,2.080596735,0.510514983,2.236282715,0.392530948,2.792329069,-2.628656355,0.98098019,1.846876093,1.555395709,2.229795053
