"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","ODASECTOR","PROD","MLN_USD","A","2011",620.87,
"DEU","ODASECTOR","PROD","MLN_USD","A","2012",644.32,
"DEU","ODASECTOR","PROD","MLN_USD","A","2013",644,
"DEU","ODASECTOR","PROD","MLN_USD","A","2014",1080.81,
"DEU","ODASECTOR","PROD","MLN_USD","A","2015",1024.92,
"DEU","ODASECTOR","PROD","MLN_USD","A","2016",978.75,
"DEU","ODASECTOR","PROD","MLN_USD","A","2017",1304.58,
"DEU","ODASECTOR","PROD","MLN_USD","A","2018",1103.6,
"GRC","ODASECTOR","PROD","MLN_USD","A","2000",4.95,
"GRC","ODASECTOR","PROD","MLN_USD","A","2001",4.57,
"GRC","ODASECTOR","PROD","MLN_USD","A","2002",2.84,
"GRC","ODASECTOR","PROD","MLN_USD","A","2003",3.46,
"GRC","ODASECTOR","PROD","MLN_USD","A","2004",2.45,
"GRC","ODASECTOR","PROD","MLN_USD","A","2005",2.42,
"GRC","ODASECTOR","PROD","MLN_USD","A","2006",2.78,
"GRC","ODASECTOR","PROD","MLN_USD","A","2007",6.2,
"GRC","ODASECTOR","PROD","MLN_USD","A","2008",5.87,
"GRC","ODASECTOR","PROD","MLN_USD","A","2009",3.9,
"GRC","ODASECTOR","PROD","MLN_USD","A","2010",0.97,
"GRC","ODASECTOR","PROD","MLN_USD","A","2011",0.27,
"ISL","ODASECTOR","PROD","MLN_USD","A","2011",6.28,
"ISL","ODASECTOR","PROD","MLN_USD","A","2012",6.55,
"ISL","ODASECTOR","PROD","MLN_USD","A","2013",8.34,
"ISL","ODASECTOR","PROD","MLN_USD","A","2014",6.05,
"ISL","ODASECTOR","PROD","MLN_USD","A","2015",4.35,
"ISL","ODASECTOR","PROD","MLN_USD","A","2016",4.17,
"ISL","ODASECTOR","PROD","MLN_USD","A","2017",4.45,
"ISL","ODASECTOR","PROD","MLN_USD","A","2018",3.8,
"IRL","ODASECTOR","PROD","MLN_USD","A","2000",20.62,
"IRL","ODASECTOR","PROD","MLN_USD","A","2001",26.52,
"IRL","ODASECTOR","PROD","MLN_USD","A","2002",20.24,
